SPGTable,,,,,,,,,,,,,,,,,,,,
#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND,#PEND
SP_ENTITY_NAME,SP_ENTITY_ID,SP_EXCHANGE_TICKER,IQ_TOTAL_DEBT,IQ_TOTAL_DEBT,IQ_TOTAL_DEBT,IQ_TOTAL_DEBT,IQ_TOTAL_DEBT,IQ_TOTAL_DEBT,IQ_EBITDA,IQ_EBITDA,IQ_EBITDA,IQ_EBITDA,IQ_EBITDA,IQ_EBITDA,IQ_TOTAL_REV,IQ_TOTAL_REV,IQ_TOTAL_REV,IQ_TOTAL_REV,IQ_TOTAL_REV,IQ_TOTAL_REV
,,,FY0,FY-5,FY-4,FY-3,FY-2,FY-1,FY0,FY-1,FY-2,FY-3,FY-4,FY-5,FY0,FY-1,FY-2,FY-3,FY-4,FY-5
,,,,,,,,,,,,,,,,,,,,
Realty Income Corporation (NYSE:O),103118,NYSE:O,"29,492,946","9,011,638","16,018,989","18,566,998","22,102,695","26,836,940","5,113,515","4,647,772","3,681,539","3,028,044","1,850,984","1,472,732","5,762,707","5,278,935","4,081,539","3,337,233","2,081,569","1,647,087"
Regency Centers Corporation (NASDAQGS:REG),103091,NASDAQGS:REG,"4,983,275","4,152,765","3,937,590","3,940,476","4,401,347","4,653,984","1,023,338","942,924","838,682","818,052","771,321","606,316","1,611,043","1,503,291","1,369,846","1,271,098","1,203,867","1,047,931"
"Regeneron Pharmaceuticals, Inc. (NASDAQGS:REGN)",4094029,NASDAQGS:REGN,"2,972,700","2,695,700","2,699,700","2,769,600","2,790,600","2,938,800","4,245,700","4,628,000","4,654,200","5,335,400","9,281,000","3,900,500","14,342,900","14,202,000","13,117,200","12,172,900","16,071,700","8,497,100"
Regions Financial Corporation (NYSE:RF),100233,NYSE:RF,"6,868,000","5,712,000","3,948,000","6,215,000","5,556,000","9,044,000",NA,NA,NA,NA,NA,NA,"7,056,000","6,596,000","7,023,000","6,894,000","6,960,000","4,955,000"
"Republic Services, Inc. (NYSE:RSG)",4102003,NYSE:RSG,"13,806,000","9,277,300","9,882,300","12,182,300","13,069,000","12,957,000","5,141,000","4,927,000","4,413,000","3,853,000","3,384,800","3,000,100","16,591,000","16,032,000","14,965,000","13,511,000","11,295,000","10,153,600"
ResMed Inc. (NYSE:RMD),4811222,NYSE:RMD,"851,813","1,299,263","793,715","917,550","1,579,908","873,935","1,860,397","1,533,543","1,292,097","1,126,214","1,028,977","922,890","5,146,327","4,685,297","4,222,993","3,578,127","3,196,825","2,957,013"
"Revvity, Inc. (NYSE:RVTY)",4812263,NYSE:RVTY,"3,398,207","2,219,381","5,160,685","4,595,461","4,065,295","3,325,805","840,927","837,635","813,265","1,254,886","1,726,591","1,066,278","2,856,051","2,755,026","2,750,571","3,311,822","3,827,808","2,663,230"
"Robinhood Markets, Inc. (NASDAQGS:HOOD)",4580570,NASDAQGS:HOOD,"12,449,000","1,975,218","3,802,000","1,982,000","3,656,000","7,725,000",NA,NA,NA,NA,NA,NA,"4,473,000","2,951,000","1,865,000","1,358,000","1,815,000","958,000"
"Rockwell Automation, Inc. (NYSE:ROK)",4095448,NYSE:ROK,"3,647,000","2,363,700","4,384,600","4,183,000","3,334,900","4,085,000","1,736,000","1,614,000","1,849,000","1,561,000","1,330,300","1,241,900","8,342,000","8,264,000","9,058,000","7,760,400","6,997,400","6,329,800"
"Rollins, Inc. (NYSE:ROL)",4004396,NYSE:ROL,"1,038,005","417,145","402,760","336,329","816,348","812,528","854,012","770,444","688,174","584,714","534,194","455,419","3,761,050","3,388,708","3,073,278","2,695,823","2,424,300","2,161,220"
"Roper Technologies, Inc. (NASDAQGS:ROP)",4677071,NASDAQGS:ROP,"9,534,500","9,810,400","8,120,200","6,872,300","6,532,100","7,824,000","3,133,600","2,809,600","2,500,400","2,174,600","1,951,500","1,574,500","7,902,500","7,039,200","6,177,800","5,371,800","4,833,800","4,022,400"
"Ross Stores, Inc. (NASDAQGS:ROST)",4070608,NASDAQGS:ROST,"5,212,338","5,732,799","5,622,139","5,706,447","5,747,704","5,682,429","3,216,748","3,032,374","2,727,095","2,384,986","2,693,532","553,955","22,750,559","21,129,219","20,376,941","18,695,829","18,916,244","12,531,565"
Royal Caribbean Cruises Ltd. (NYSE:RCL),4980858,NYSE:RCL,"22,036,000","20,140,249","21,756,068","23,994,000","22,130,000","20,820,000","6,637,000","5,726,000","4,349,000","653,000","(2,575,000)","(1,710,971)","17,935,000","16,484,000","13,900,000","8,840,000","1,532,000","2,208,805"
RTX Corporation (NYSE:RTX),4001600,NYSE:RTX,"39,956,000","33,821,000","33,553,000","33,856,000","45,587,000","43,260,000","14,735,000","12,705,000","9,552,000","11,455,000","11,193,000","5,921,000","88,603,000","80,738,000","68,920,000","67,074,000","64,388,000","56,587,000"
S&P Global Inc. (NYSE:SPGI),4023623,NYSE:SPGI,"13,706,000","4,754,000","4,972,000","11,651,000","12,105,000","12,042,000","7,644,000","6,965,000","5,716,000","4,954,000","4,710,000","4,076,000","15,336,000","14,208,000","12,497,000","11,181,000","8,297,000","7,442,000"
"Salesforce, Inc. (NYSE:CRM)",4205848,NYSE:CRM,"17,711,000","6,413,000","14,370,000","14,879,000","13,562,000","12,070,000","12,548,000","11,143,000","9,958,000","5,644,000","3,846,000","3,301,000","41,525,000","37,895,000","34,857,000","31,352,000","26,492,000","21,252,000"
Sandisk Corporation (NASDAQGS:SNDK),132983190,NASDAQGS:SNDK,"2,068,000","2,069,341","2,150,954","950,000","1,020,000","996,000","670,000","(256,000)","(847,000)","1,741,000","1,380,037","2,177,261","7,355,000","6,663,000","6,086,000","9,754,000","5,564,872","6,627,701"
SBA Communications Corporation (NASDAQGS:SBAC),4829067,NASDAQGS:SBAC,"15,331,395","13,426,196","14,522,544","15,171,155","14,463,465","15,756,194","1,810,644","1,794,580","1,791,449","1,675,813","1,513,818","1,394,672","2,815,139","2,679,634","2,711,584","2,633,454","2,308,834","2,083,138"
Seagate Technology Holdings plc (NASDAQGS:STX),4794937,NASDAQGS:STX,"5,373,000","4,265,000","5,193,000","5,696,000","5,835,000","6,073,000","2,179,000","685,000","304,000","2,409,000","1,897,000","1,761,000","9,097,000","6,551,000","7,384,000","11,661,000","10,681,000","10,509,000"
Sempra (NYSE:SRE),4057062,NYSE:SRE,"36,287,000","25,074,000","25,590,000","29,906,000","32,057,000","37,310,000","5,501,000","5,298,000","5,837,000","4,517,000","4,635,000","4,387,000","13,702,000","13,185,000","16,720,000","14,439,000","12,857,000","11,370,000"
"ServiceNow, Inc. (NYSE:NOW)",4587650,NYSE:NOW,"2,403,000","2,135,000","2,214,000","2,232,000","2,284,000","2,278,000","2,738,000","1,961,000","1,362,000","812,000","729,000","535,000","13,278,000","10,984,000","8,971,000","7,245,000","5,896,000","4,519,000"
"Simon Property Group, Inc. (NYSE:SPG)",103117,NYSE:SPG,"29,199,514","27,238,853","25,827,953","25,458,239","26,518,284","24,786,978","4,703,566","4,423,503","4,106,487","3,836,060","3,693,957","3,270,251","6,364,505","5,963,798","5,658,836","5,291,447","5,114,689","4,602,303"
"Skyworks Solutions, Inc. (NASDAQGS:SWKS)",4967090,NASDAQGS:SWKS,"1,203,100","178,900","2,413,100","2,414,500","1,509,300","1,200,400","974,700","1,238,700","1,767,000","2,247,800","2,058,300","1,269,900","4,086,900","4,178,000","4,772,400","5,485,500","5,109,100","3,355,700"
SLB N.V. (NYSE:SLB),4011047,NYSE:SLB,"12,547,000","17,886,000","14,273,000","12,552,000","12,032,000","12,257,000","7,733,000","8,254,000","7,258,000","5,820,000","4,469,000","3,652,000","35,708,000","36,289,000","33,135,000","28,091,000","22,929,000","23,601,000"
Smurfit Westrock Plc (NYSE:SW),4217596,NYSE:SW,"14,868,000","4,007,339","4,269,305","4,008,000","4,129,000","14,614,000","4,804,000","2,898,000","2,013,000","2,285,000","1,788,000","1,560,851","31,179,000","21,109,000","12,093,000","13,509,000","11,933,000","9,739,620"
Snap-on Incorporated (NYSE:SNA),4007403,NYSE:SNA,"1,293,300","1,514,000","1,261,000","1,269,000","1,281,300","1,294,300","1,395,800","1,437,500","1,436,800","1,331,900","1,232,100","977,300","5,156,100","5,108,400","5,108,300","4,842,500","4,601,700","3,942,200"
Solventum Corporation (NYSE:SOLV),116229413,NYSE:SOLV,"5,248,000",NA,"112,000","95,000","98,000","8,183,000","1,166,000","1,647,000","2,193,000","2,270,000","2,472,000","2,026,000","8,325,000","8,254,000","8,197,000","8,130,000","8,171,000","7,281,000"
Southwest Airlines Co. (NYSE:LUV),4121199,NYSE:LUV,"5,981,000","12,205,000","12,285,000","9,431,000","9,200,000","8,058,000","1,720,000","1,671,000","1,498,000","2,129,000","(70,000)","(2,963,000)","28,063,000","27,483,000","26,091,000","23,814,000","15,790,000","9,048,000"
"Stanley Black & Decker, Inc. (NYSE:SWK)",4102347,NYSE:SWK,"6,340,400","4,787,100","7,037,000","7,897,500","7,683,500","6,594,800","1,686,300","1,572,300","980,600","1,481,300","2,425,300","2,601,600","15,130,400","15,365,700","15,781,100","16,947,400","15,281,300","12,750,000"
Starbucks Corporation (NASDAQGS:SBUX),4071032,NASDAQGS:SBUX,"26,628,500","25,328,100","23,606,400","23,850,800","24,641,200","25,822,300","5,454,500","6,723,300","6,976,400","5,973,400","6,225,700","3,103,100","37,184,400","36,176,200","35,975,600","32,250,300","29,060,600","23,518,000"
State Street Corporation (NYSE:STT),100447,NYSE:STT,"55,863,000","42,024,000","24,949,000","32,665,000","43,989,000","57,719,000",NA,NA,NA,NA,NA,NA,"13,885,000","12,925,000","11,899,000","12,128,000","12,060,000","11,615,000"
"Steel Dynamics, Inc. (NASDAQGS:STLD)",4120616,NASDAQGS:STLD,"4,382,817","3,192,992","3,205,950","3,181,218","3,199,206","3,345,339","2,027,376","2,421,944","3,588,985","5,476,024","4,648,758","1,192,340","18,176,581","17,540,390","18,795,316","22,260,774","18,408,850","9,601,482"
STERIS plc (NYSE:STE),4810920,NYSE:STE,"2,202,540","1,284,444","1,802,987","3,279,884","3,248,277","3,383,167","1,464,446","1,356,076","1,234,502","1,111,915","800,325","743,179","5,459,515","5,138,701","4,536,266","4,223,403","3,107,519","3,030,895"
Stryker Corporation (NYSE:SYK),4321488,NYSE:SYK,"16,360,000","14,425,000","12,901,000","13,526,000","13,494,000","14,120,000","6,949,000","6,006,000","5,142,000","4,551,000","4,646,000","3,746,000","25,116,000","22,595,000","20,498,000","18,449,000","17,108,000","14,351,000"
"Super Micro Computer, Inc. (NASDAQGS:SMCI)",4276821,NASDAQGS:SMCI,"5,059,210","53,813","119,051","596,764","290,302","2,183,393","1,311,338","1,249,467","796,046","367,638","152,132","114,126","21,972,042","14,989,251","7,123,482","5,196,099","3,557,422","3,339,281"
Synchrony Financial (NYSE:SYF),4389036,NYSE:SYF,"15,182,000","15,775,000","14,507,000","14,191,000","15,982,000","15,462,000",NA,NA,NA,NA,NA,NA,"9,756,000","9,392,000","7,662,000","8,299,000","9,466,000","5,852,000"
"Synopsys, Inc. (NASDAQGS:SNPS)",4089979,NASDAQGS:SNPS,"14,293,418","663,491","666,767","656,371","677,596","684,457","1,328,147","1,599,479","1,525,788","1,343,086","921,755","814,573","7,054,178","6,127,436","5,318,014","4,615,714","4,204,193","3,685,281"
Sysco Corporation (NYSE:SYY),4064204,NYSE:SYY,"14,495,000","15,077,542","11,820,247","11,392,469","11,166,000","12,946,000","4,415,000","4,302,000","3,761,000","3,140,000","2,204,851","1,748,499","81,370,000","78,844,000","76,325,000","68,636,000","51,297,843","52,893,310"
"T. Rowe Price Group, Inc. (NASDAQGS:TROW)",4055767,NASDAQGS:TROW,"469,000","154,100","362,700","432,600","397,900","337,800","2,844,300","2,824,100","2,385,400","2,859,200","3,946,700","2,935,300","7,314,800","7,093,600","6,460,500","6,488,400","7,671,900","6,206,700"
"Take-Two Interactive Software, Inc. (NASDAQGS:TTWO)",4965854,NASDAQGS:TTWO,"4,105,900","177,246","191,266","250,200","3,487,000","3,534,000","445,000","520,400","555,500","671,000","757,000","493,968","5,633,600","5,349,600","5,349,900","3,504,800","3,372,800","3,088,970"
"Tapestry, Inc. (NYSE:TPR)",4112718,NYSE:TPR,"3,899,200","4,493,300","3,440,400","3,264,900","3,294,400","8,765,700","1,571,200","1,430,300","1,354,600","1,371,100","1,276,300","366,200","7,010,700","6,671,200","6,660,900","6,684,500","5,746,300","4,961,400"
Targa Resources Corp. (NYSE:TRGP),4276678,NYSE:TRGP,"17,546,300","7,813,900","6,643,400","11,579,400","13,032,200","14,290,200","4,846,500","4,118,400","3,955,800","2,829,800","2,191,700","2,121,800","17,028,300","16,381,500","16,060,300","20,929,800","16,949,800","8,260,300"
Target Corporation (NYSE:TGT),4094305,NYSE:TGT,"20,290,000","15,109,000","16,467,000","19,154,000","19,646,000","19,875,000","8,072,000","8,720,000","8,701,000","6,660,000","11,704,000","9,093,000","104,780,000","106,566,000","107,412,000","109,120,000","106,005,000","93,561,000"
TE Connectivity plc (NYSE:TEL),4558889,NYSE:TEL,"6,378,000","4,704,000","4,633,000","4,640,000","4,619,000","4,743,000","4,206,000","3,762,000","3,452,000","3,751,000","3,479,000","2,456,000","17,262,000","15,845,000","16,034,000","16,281,000","14,923,000","12,172,000"
Teledyne Technologies Incorporated (NYSE:TDY),4987124,NYSE:TDY,"2,642,100","781,800","4,267,000","4,075,900","3,398,400","2,788,800","1,497,000","1,362,300","1,363,200","1,316,000","1,113,700","608,400","6,115,400","5,670,000","5,635,500","5,458,600","4,614,300","3,086,200"
"Teradyne, Inc. (NASDAQGS:TER)",4071231,NASDAQGS:TER,"283,239","472,757","184,581","132,885","82,614","76,621","812,014","667,714","627,099","1,008,267","1,334,381","1,023,948","3,190,024","2,819,880","2,676,298","3,155,045","3,702,881","3,121,469"
"Tesla, Inc. (NASDAQGS:TSLA)",4574287,NASDAQGS:TSLA,"14,719,000","13,337,000","8,873,000","5,748,000","9,573,000","13,623,000","10,503,000","13,027,000","13,558,000","17,235,000","9,434,000","4,273,000","94,827,000","97,690,000","96,773,000","81,462,000","53,823,000","31,536,000"
Texas Instruments Incorporated (NASDAQGS:TXN),4112734,NASDAQGS:TXN,"14,779,000","7,119,000","8,206,000","9,154,000","11,789,000","14,377,000","8,044,000","6,858,000","8,490,000","11,412,000","9,919,000","6,658,000","17,682,000","15,641,000","17,519,000","20,028,000","18,344,000","14,461,000"
Texas Pacific Land Corporation (NYSE:TPL),4783703,NYSE:TPL,"17,788","2,026","1,445","1,955","1,170",453,"655,567","569,491","501,324","578,046","378,763","231,834","798,190","705,823","631,595","667,422","450,958","302,564"
Textron Inc. (NYSE:TXT),3002287,NYSE:TXT,"4,282,000","4,722,000","4,148,000","3,937,000","4,255,000","3,959,000","1,650,000","1,519,000","1,670,000","1,509,000","1,395,000","1,020,000","14,799,000","13,702,000","13,683,000","12,869,000","12,382,000","11,651,000"
The AES Corporation (NYSE:AES),4055465,NYSE:AES,"30,943,000","20,191,000","19,013,000","24,560,000","28,276,000","30,353,000","3,475,000","3,280,000","3,384,000","3,418,000","3,622,000","3,596,000","12,233,000","12,278,000","12,668,000","12,617,000","11,141,000","9,660,000"
The Allstate Corporation (NYSE:ALL),103247,NYSE:ALL,"7,675,000","8,336,000","8,443,000","7,964,000","8,208,000","8,321,000","12,495,000","6,777,000","904,000","(597,000)","8,081,000","9,007,000","67,685,000","64,106,000","57,094,000","51,411,000","50,601,000","41,909,000"
The Bank of New York Mellon Corporation (NYSE:BK),100144,NYSE:BK,"79,236,000","69,198,000","68,281,000","70,995,000","69,850,000","69,714,000",NA,NA,NA,NA,NA,NA,"20,004,000","18,450,000","16,790,000","16,490,000","16,162,000","15,472,000"
The Boeing Company (NYSE:BA),4004086,NYSE:BA,"56,365,000","64,935,000","59,641,000","58,582,000","54,121,000","55,958,000","(3,238,000)","(8,183,000)","2,641,000","1,162,000","1,671,000","(6,239,000)","89,463,000","66,517,000","77,794,000","66,608,000","62,286,000","58,158,000"
The Campbell's Company (NASDAQGS:CPB),4133211,NASDAQGS:CPB,"7,212,000","6,447,000","5,292,000","5,050,000","4,967,000","7,542,000","1,890,000","1,783,000","1,783,000","1,531,000","1,926,000","1,617,000","10,253,000","9,636,000","9,357,000","8,562,000","8,476,000","8,691,000"
The Charles Schwab Corporation (NYSE:SCHW),102775,NYSE:SCHW,"56,997,000","22,214,000","31,859,000","43,072,000","65,370,000","59,011,000",NA,NA,NA,NA,NA,NA,"23,921,000","19,606,000","18,934,000","20,762,000","18,520,000","11,691,000"
The Cigna Group (NYSE:CI),103339,NYSE:CI,"31,463,000","33,562,000","34,265,000","31,553,000","30,930,000","31,972,000","12,047,000","11,446,000","10,846,000","10,436,000","9,963,000","10,368,000","274,900,000","247,121,000","195,265,000","180,518,000","174,069,000","160,401,000"
The Clorox Company (NYSE:CLX),4091914,NYSE:CLX,"2,916,000","3,136,000","3,186,000","3,122,000","2,954,000","2,937,000","1,397,000","1,146,000","1,038,000","928,000","1,437,000","1,426,000","7,104,000","7,093,000","7,389,000","7,107,000","7,341,000","6,721,000"
The Coca-Cola Company (NYSE:KO),4202062,NYSE:KO,"47,914,000","44,420,000","44,246,000","42,279,000","44,539,000","46,657,000","16,078,000","15,367,000","14,374,000","13,601,000","12,885,000","11,528,000","47,941,000","47,061,000","45,754,000","43,004,000","38,655,000","33,014,000"
"The Cooper Companies, Inc. (NASDAQGS:COO)",4578418,NASDAQGS:COO,"2,783,600","2,080,400","1,748,400","3,004,400","2,823,000","2,853,100","1,064,100","1,083,000","872,200","851,600","883,900","600,500","4,092,400","3,895,400","3,593,200","3,308,400","2,922,500","2,430,900"
The Estée Lauder Companies Inc. (NYSE:EL),4913043,NYSE:EL,"9,467,000","8,792,000","8,099,000","7,645,000","10,169,000","9,826,000","1,960,000","2,403,000","2,530,000","4,282,000","3,661,000","2,712,000","14,326,000","15,608,000","15,910,000","17,737,000","16,215,000","14,294,000"
"The Goldman Sachs Group, Inc. (NYSE:GS)",4039450,NYSE:GS,"747,583,000","501,172,000","586,220,000","520,010,000","700,372,000","747,975,000",NA,NA,NA,NA,NA,NA,"59,396,000","52,164,000","45,226,000","44,650,000","58,982,000","41,462,000"
"The Hartford Insurance Group, Inc. (NYSE:HIG)",103647,NYSE:HIG,"4,543,000","4,643,000","5,173,000","4,499,000","4,512,000","4,511,000","5,232,000","4,323,000","3,744,000","3,029,000","3,719,000","2,920,000","28,376,000","26,560,000","24,553,000","22,356,000","22,349,000","20,494,000"
The Hershey Company (NYSE:HSY),4914369,NYSE:HSY,"5,738,575","4,821,074","5,376,085","5,117,981","5,125,612","5,447,554","1,975,125","3,448,375","2,956,112","2,625,697","2,370,146","2,102,758","11,692,576","11,202,263","11,164,992","10,419,294","8,971,337","8,149,719"
"The Home Depot, Inc. (NYSE:HD)",4004135,NYSE:HD,"65,909,000","43,422,000","46,269,000","51,142,000","53,101,000","63,085,000","25,011,000","25,287,000","24,936,000","27,014,000","25,902,000","20,797,000","164,683,000","159,514,000","152,669,000","157,403,000","151,157,000","132,110,000"
The J. M. Smucker Company (NYSE:SJM),4912995,NYSE:SJM,"7,811,700","5,783,500","4,909,900","4,610,800","4,428,000","8,559,100","2,156,200","1,874,100","1,603,100","1,636,800","1,825,200","1,731,000","8,726,100","8,178,700","8,529,200","7,998,900","8,002,700","7,801,000"
The Kraft Heinz Company (NASDAQGS:KHC),4384788,NASDAQGS:KHC,"21,772,000","29,152,000","22,647,000","20,867,000","20,649,000","20,450,000","5,727,000","6,467,000","6,202,000","5,999,000","6,370,000","6,842,000","24,942,000","25,846,000","26,640,000","26,485,000","26,042,000","26,185,000"
The Kroger Co. (NYSE:KR),4004136,NYSE:KR,"24,692,000","20,587,000","20,499,000","20,554,000","19,250,000","25,082,000","8,091,000","7,856,000","8,084,000","7,495,000","6,592,000","5,993,000","147,642,000","147,123,000","150,039,000","148,258,000","137,888,000","132,498,000"
The Mosaic Company (NYSE:MOS),4097833,NYSE:MOS,"5,279,500","4,751,700","4,405,600","3,808,000","3,994,800","4,449,800","2,258,300","1,758,200","2,338,300","5,800,800","3,511,400","1,249,500","12,052,400","11,122,800","13,696,100","19,125,200","12,357,400","8,681,700"
"The PNC Financial Services Group, Inc. (NYSE:PNC)",100406,NYSE:PNC,"60,759,000","39,876,000","33,989,000","65,397,000","78,273,000","66,711,000",NA,NA,NA,NA,NA,NA,"22,320,000","20,766,000","20,748,000","20,643,000","19,990,000","13,726,000"
The Procter & Gamble Company (NYSE:PG),4004124,NYSE:PG,"36,526,000","35,611,000","32,838,000","32,293,000","36,500,000","33,725,000","24,455,000","23,844,000","21,451,000","21,252,000","21,218,000","19,116,000","84,284,000","84,039,000","82,006,000","80,187,000","76,118,000","70,950,000"
The Progressive Corporation (NYSE:PGR),103383,NYSE:PGR,"7,102,000","5,575,100","5,079,700","6,388,300","7,066,000","7,089,000","14,814,000","11,276,000","5,457,000","1,697,000","4,766,000","7,722,000","87,637,000","75,343,000","62,083,000","49,587,000","47,676,500","42,638,100"
The Sherwin-Williams Company (NYSE:SHW),4191577,NYSE:SHW,"14,073,600","10,113,500","11,495,400","12,714,900","12,337,900","12,868,200","4,486,600","4,399,000","4,250,000","3,577,700","3,232,900","3,430,700","23,574,300","23,098,500","23,051,900","22,148,900","19,944,600","18,361,700"
The Southern Company (NYSE:SO),4004298,NYSE:SO,"74,075,000","51,041,000","55,470,000","59,135,000","63,490,000","66,277,000","13,927,000","12,944,000","11,407,000","10,090,000","8,242,000","9,140,000","29,553,000","26,724,000","25,253,000","29,279,000","23,113,000","20,375,000"
"The TJX Companies, Inc. (NYSE:TJX)",4074192,NYSE:TJX,"13,489,000","15,503,426","12,508,000","12,744,000","12,542,000","12,778,000","8,425,000","7,406,000","6,761,000","5,747,000","5,623,000","1,453,000","60,372,000","56,360,000","54,217,000","49,936,000","48,550,000","32,137,000"
"The Trade Desk, Inc. (NASDAQGM:TTD)",4844112,NASDAQGM:TTD,"436,330","292,430","284,598","260,957","235,893","312,215","690,105","498,657","266,898","161,079","162,036","166,840","2,896,284","2,444,831","1,946,120","1,577,795","1,196,467","836,033"
"The Travelers Companies, Inc. (NYSE:TRV)",4055530,NYSE:TRV,"9,512,000","6,550,000","7,290,000","7,292,000","8,031,000","8,033,000","8,901,000","7,287,000","4,469,000","4,531,000","5,668,000","4,365,000","48,828,000","46,423,000","41,364,000","36,884,000","34,816,000","31,981,000"
The Walt Disney Company (NYSE:DIS),4097175,NYSE:DIS,"45,423,000","62,323,000","58,313,000","52,259,000","50,672,000","49,517,000","19,419,000","17,308,000","14,701,000","11,995,000","8,603,000","9,126,000","94,425,000","91,361,000","88,898,000","82,722,000","67,418,000","65,388,000"
"The Williams Companies, Inc. (NYSE:WMB)",4011165,NYSE:WMB,"29,544,000","22,533,000","23,839,000","23,077,000","26,610,000","27,079,000","6,777,000","5,596,000","6,297,000","5,036,000","4,481,000","4,281,000","11,830,000","10,753,000","9,951,000","11,352,000","10,775,000","7,724,000"
Thermo Fisher Scientific Inc. (NYSE:TMO),4072879,NYSE:TMO,"41,359,000","22,591,000","36,339,000","36,158,000","36,711,000","32,832,000","11,138,000","10,835,000","10,728,000","11,941,000","12,964,000","10,192,000","44,556,000","42,879,000","42,857,000","44,915,000","39,211,000","32,218,000"
"TKO Group Holdings, Inc. (NYSE:TKO)",4156939,NYSE:TKO,"4,063,035",NA,"2,851,817","2,783,385","3,026,895","3,083,317","1,375,823","929,234","705,160","604,419","454,387","419,730","4,735,151","4,884,241","3,224,796","1,140,147","1,031,944","891,154"
"T-Mobile US, Inc. (NASDAQGS:TMUS)",4091145,NASDAQGS:TMUS,"123,646,000","107,247,000","109,195,000","113,066,000","114,380,000","114,958,000","32,821,000","31,106,000","28,163,000","26,633,000","26,382,000","23,578,000","88,309,000","81,400,000","78,558,000","79,571,000","80,118,000","68,397,000"
Tractor Supply Company (NASDAQGS:TSCO),4071364,NASDAQGS:TSCO,"5,942,869","3,541,574","3,919,294","4,270,160","5,035,982","5,424,417","1,961,400","1,914,694","1,871,961","1,778,005","1,576,856","1,288,103","15,524,046","14,883,231","14,555,741","14,204,717","12,731,105","10,620,352"
Trane Technologies plc (NYSE:TT),4402486,NYSE:TT,"5,439,800","5,687,400","5,285,400","5,305,600","5,302,500","5,385,000","4,212,900","3,804,700","3,136,300","2,649,100","2,275,400","1,762,200","21,321,900","19,838,200","17,677,600","15,991,700","14,136,400","12,454,700"
TransDigm Group Incorporated (NYSE:TDG),4421633,NYSE:TDG,"30,084,000","20,502,000","20,377,000","19,952,000","19,821,000","24,950,000","4,566,000","3,910,000","3,191,000","2,472,000","1,958,000","2,046,000","8,831,000","7,940,000","6,585,000","5,429,000","4,798,000","5,103,000"
Trimble Inc. (NASDAQGS:TRMB),4104139,NASDAQGS:TRMB,"1,561,100","1,690,200","1,449,600","1,660,100","3,217,600","1,535,200","818,000","712,200","745,000","712,900","751,200","665,700","3,587,300","3,683,300","3,798,700","3,676,300","3,659,100","3,147,700"
Truist Financial Corporation (NYSE:TFC),100438,NYSE:TFC,"72,875,000","48,140,000","43,391,000","71,141,000","67,730,000","67,748,000",NA,NA,NA,NA,NA,NA,"18,425,000","11,408,000","17,913,000","19,196,000","23,109,000","20,370,000"
"Tyler Technologies, Inc. (NYSE:TYL)",4964207,NYSE:TYL,"642,608","22,183","1,388,172","1,046,174","696,889","638,368","434,788","385,592","322,999","313,198","268,433","221,421","2,332,340","2,137,803","1,951,751","1,850,204","1,592,287","1,116,663"
"Tyson Foods, Inc. (NYSE:TSN)",3009699,NYSE:TSN,"9,695,000","11,868,000","9,871,000","8,816,000","10,035,000","10,481,000","2,828,000","3,150,000","2,082,000","5,642,000","5,615,000","4,290,000","54,441,000","53,309,000","52,881,000","53,282,000","47,049,000","43,185,000"
U.S. Bancorp (NYSE:USB),4047176,NYSE:USB,"82,745,000","55,653,000","46,530,000","77,193,000","71,348,000","78,731,000",NA,NA,NA,NA,NA,NA,"26,354,000","25,097,000","25,738,000","22,207,000","23,894,000","19,242,000"
"Uber Technologies, Inc. (NYSE:UBER)",4398745,NYSE:UBER,"12,302,000","10,254,000","11,604,000","11,717,000","11,702,000","11,436,000","6,312,000","3,536,000","1,933,000","(885,000)","(2,932,000)","(3,926,000)","52,017,000","43,978,000","37,281,000","31,877,000","17,455,000","11,139,000"
"UDR, Inc. (NYSE:UDR)",103025,NYSE:UDR,"6,004,332","5,172,307","5,605,275","5,676,541","5,984,545","6,009,240","1,035,198","1,003,089","979,984","916,172","768,743","766,130","1,748,905","1,700,177","1,632,194","1,522,333","1,307,513","1,260,009"
"Ulta Beauty, Inc. (NASDAQGS:ULTA)",4107935,NASDAQGS:ULTA,"2,182,061","1,896,801","1,846,756","1,903,176","1,911,092","1,923,234","1,833,560","1,831,708","1,920,980","1,878,968","1,565,026","647,988","12,392,820","11,295,654","11,207,303","10,208,580","8,630,889","6,151,953"
Union Pacific Corporation (NYSE:UNP),4004099,NYSE:UNP,"32,822,000","28,333,000","31,488,000","34,957,000","34,179,000","32,463,000","12,438,000","12,166,000","11,452,000","12,247,000","11,571,000","10,085,000","24,510,000","24,250,000","24,119,000","24,875,000","21,804,000","19,533,000"
"United Airlines Holdings, Inc. (NASDAQGS:UAL)",4994529,NASDAQGS:UAL,"31,036,000","33,909,000","41,063,000","37,300,000","36,739,000","33,633,000","7,755,000","7,915,000","7,692,000","4,857,000","(2,027,000)","(6,588,000)","59,070,000","57,063,000","53,717,000","44,955,000","24,634,000","15,355,000"
